seed,fps,avg_equity,low,middle,high,budget_used_pct,terminated_early,source_path,alloc__high_MaaS_Bundle,alloc__high_bike,alloc__high_car,alloc__high_public,alloc__low_MaaS_Bundle,alloc__low_bike,alloc__low_car,alloc__low_public,alloc__middle_MaaS_Bundle,alloc__middle_bike,alloc__middle_car,alloc__middle_public
0,4500.0,10.94997110458553,4.185761814012082,2.3302645556173793,4.433944734956068,100.0,False,/home/z5247491/MaaS-Simulation/MaaS-Centralised/Travel_time_equity_seed_opt_runs/opt_seed_array_7504287.kman.restech.unsw.edu.au/seed_0/all_results.pkl,0.6413191869785946,0.20944964519808618,0.3734034037994629,0.6809483879238419,0.47003920983039366,0.3870685908602252,0.7268317626787419,0.4856542193079409,0.7550253301837772,0.4980268400965973,0.6156635386617726,0.23662564646094986
1,4500.0,11.783783501509681,4.19935564581084,0.7651401951305274,6.819287660568314,100.0,False,/home/z5247491/MaaS-Simulation/MaaS-Centralised/Travel_time_equity_seed_opt_runs/opt_seed_array_7501687[1].kman.restech.unsw.edu.au/seed_1/all_results.pkl,0.5017029075397289,0.6249718401962197,0.2682045497806289,0.5540583642319599,0.05987929378833488,0.48150750904162304,0.7028201727573431,0.6072807085773767,0.596817582314204,0.5155896257109447,0.5752162697857273,0.2788286714638783
2,4500.0,4.068943813124324,0.47592055731037064,1.2680184508937167,2.325004804920237,88.78219723531964,False,/home/z5247491/MaaS-Simulation/MaaS-Centralised/Travel_time_equity_seed_opt_runs/opt_seed_array_7501687[2].kman.restech.unsw.edu.au/seed_2/all_results.pkl,0.1221461377381556,0.28406158999171033,0.07096778817611216,0.10255490239579489,0.26955257258091525,0.5720059089552028,0.7691206083204415,0.20889197218760294,0.1038588640023292,0.4244137829112594,0.30192277976173837,0.3211624167176798
3,4500.0,6.605992880713368,0.34837398373983675,3.0691131498470945,3.1885057471264364,88.80769423534409,False,/home/z5247491/MaaS-Simulation/MaaS-Centralised/Travel_time_equity_seed_opt_runs/opt_seed_array_7501687[3].kman.restech.unsw.edu.au/seed_3/all_results.pkl,0.1985805706346092,0.7660247532284806,0.14033073691084832,0.24057025119340003,0.6676686158179892,0.6857049972601886,0.7739641531267167,0.5847365576275328,0.07344384449347788,0.0989507312913349,0.2298340625433332,0.5241507818656993
4,4500.0,2.811640375719765,0.00499012941434529,1.174102381798793,1.632547864506627,91.22112156248558,False,/home/z5247491/MaaS-Simulation/MaaS-Centralised/Travel_time_equity_seed_opt_runs/opt_seed_array_7501687[4].kman.restech.unsw.edu.au/seed_4/all_results.pkl,0.18762587939476827,0.4125727106584922,0.36266434578487683,0.1908794464494744,0.5979993508549957,0.6492759321334921,0.6892569918362872,0.5654520951114981,0.09268914038101841,0.458822477123108,0.02364475965285702,0.14822742277043396
5,4500.0,8.359214017794976,1.2433862433862437,2.2629940865234985,4.852833687885234,86.00572774684396,False,/home/z5247491/MaaS-Simulation/MaaS-Centralised/Travel_time_equity_seed_opt_runs/opt_seed_array_7501687[5].kman.restech.unsw.edu.au/seed_5/all_results.pkl,0.1221461377381556,0.28406158999171033,0.07096778817611216,0.10255490239579489,0.26955257258091525,0.5720059089552028,0.7691206083204415,0.20889197218760294,0.1038588640023292,0.4244137829112594,0.30192277976173837,0.3211624167176798
6,4500.0,11.7160541905751,3.960601992276203,1.8887004343021587,5.866751763996739,76.0804370035458,False,/home/z5247491/MaaS-Simulation/MaaS-Centralised/Travel_time_equity_seed_opt_runs/opt_seed_array_7504286.kman.restech.unsw.edu.au/seed_6/all_results.pkl,0.09250687033897893,0.4418777767712607,0.08868848271462648,0.7820780616293648,0.6142871516500605,0.6049994912976391,0.5956116394404277,0.7980047016202718,0.6966069385606001,0.5246757947584065,0.2127431293590748,0.5972085082885291
7,4500.0,0.0,0.0,0.0,0.0,,True,/home/z5247491/MaaS-Simulation/MaaS-Centralised/Travel_time_equity_seed_opt_runs/opt_seed_array_7501687[7].kman.restech.unsw.edu.au/seed_7/all_results.pkl,0.1629201975767419,0.7871886367324454,0.5549614062104433,0.5073235011151399,0.5141402080088618,0.3226043951444037,0.7561121560247948,0.6302631970940636,0.023886029800964704,0.590582265211235,0.6024377648363245,0.22139356947230465
8,4500.0,9.057067949752106,2.2245891661594612,1.5792050691244235,5.2532737144682216,86.2309793877325,False,/home/z5247491/MaaS-Simulation/MaaS-Centralised/Travel_time_equity_seed_opt_runs/opt_seed_array_7501687[8].kman.restech.unsw.edu.au/seed_8/all_results.pkl,0.1221461377381556,0.28406158999171033,0.07096778817611216,0.10255490239579489,0.26955257258091525,0.5720059089552028,0.7691206083204415,0.20889197218760294,0.1038588640023292,0.4244137829112594,0.30192277976173837,0.3211624167176798
9,4500.0,7.822205229971903,2.6198427003113203,0.8882183018673295,4.314144227793253,93.25152258391293,False,/home/z5247491/MaaS-Simulation/MaaS-Centralised/Travel_time_equity_seed_opt_runs/opt_seed_array_7501687[9].kman.restech.unsw.edu.au/seed_9/all_results.pkl,0.1221461377381556,0.28406158999171033,0.07096778817611216,0.10255490239579489,0.26955257258091525,0.5720059089552028,0.7691206083204415,0.20889197218760294,0.1038588640023292,0.4244137829112594,0.30192277976173837,0.3211624167176798
10,4500.0,6.750349614510547,2.648244572333361,3.6762872628726306,0.42581777930455544,96.53849306957933,False,/home/z5247491/MaaS-Simulation/MaaS-Centralised/Travel_time_equity_seed_opt_runs/opt_seed_array_7501687[10].kman.restech.unsw.edu.au/seed_10/all_results.pkl,0.757342620526263,0.41217211366147694,0.1136499128778845,0.4982514878312008,0.08897060226904033,0.2612326117548574,0.7374734858313148,0.5606872085900427,0.2667101467256729,0.7131265977473075,0.5056552948189161,0.1212109053526803
11,4500.0,6.795938127789846,1.432482978288185,1.042475171886938,4.320979977614723,90.25058550110884,False,/home/z5247491/MaaS-Simulation/MaaS-Centralised/Travel_time_equity_seed_opt_runs/opt_seed_array_7501687[11].kman.restech.unsw.edu.au/seed_11/all_results.pkl,0.1221461377381556,0.28406158999171033,0.07096778817611216,0.10255490239579489,0.26955257258091525,0.5720059089552028,0.7691206083204415,0.20889197218760294,0.1038588640023292,0.4244137829112594,0.30192277976173837,0.3211624167176798
12,4500.0,5.569659302795365,1.7171581340249098,0.32160591013685647,3.530895258633599,90.55224224175139,False,/home/z5247491/MaaS-Simulation/MaaS-Centralised/Travel_time_equity_seed_opt_runs/opt_seed_array_7501687[12].kman.restech.unsw.edu.au/seed_12/all_results.pkl,0.1985805706346092,0.7660247532284806,0.14033073691084832,0.24057025119340003,0.6676686158179892,0.6857049972601886,0.7739641531267167,0.5847365576275328,0.07344384449347788,0.0989507312913349,0.2298340625433332,0.5241507818656993
13,4500.0,0.0,0.0,0.0,0.0,,True,/home/z5247491/MaaS-Simulation/MaaS-Centralised/Travel_time_equity_seed_opt_runs/opt_seed_array_7501687[13].kman.restech.unsw.edu.au/seed_13/all_results.pkl,0.776061725566997,0.25649315681094154,0.2763934325857343,0.3800705332675819,0.6453899231969894,0.5420740346386949,0.3641626706094576,0.4900179737734856,0.4828209042017019,0.22355723170388156,0.03499025483780165,0.40094078578957104
14,4500.0,0.0,0.0,0.0,0.0,,True,/home/z5247491/MaaS-Simulation/MaaS-Centralised/Travel_time_equity_seed_opt_runs/opt_seed_array_7501687[14].kman.restech.unsw.edu.au/seed_14/all_results.pkl,0.3612521620969826,0.6167740198604799,0.4195235642503199,0.2711671896069756,0.1773090650949116,0.5870078494664529,0.45242950737740667,0.233018600531749,0.12997348979977508,0.6562848081127669,0.11673218039421625,0.1687633358617959
15,4500.0,4.371152429734284,1.3841925972576057,0.2786244031291254,2.708335429347553,89.24165858943338,False,/home/z5247491/MaaS-Simulation/MaaS-Centralised/Travel_time_equity_seed_opt_runs/opt_seed_array_7504285.kman.restech.unsw.edu.au/seed_15/all_results.pkl,0.1543758817574779,0.6451978162059112,0.1303840136672739,0.1297067544371428,0.7761334065494809,0.10451695037837477,0.7388844791021691,0.3482884136247426,0.7955629309857674,0.34986250997189927,0.2223916893824253,0.2416374636886995
