fps_value,allocation_key,n,mean,std,ci95_halfwidth
4500.0,high_car,30,0.15806795120305908,0.1345685534242119,0.05024872366326094
5500.0,high_car,30,0.22379869872570227,0.1659767642107098,0.06197674231553121
6500.0,high_car,30,0.2614249118058304,0.15326005848269364,0.05722824635734309
7000.0,high_car,30,0.28358172802545406,0.16332585422410464,0.060986876258539505
7500.0,high_car,30,0.2940275981230937,0.15273028805077393,0.05703042682699128
8000.0,high_car,30,0.27821182201532385,0.1641437023466185,0.06129226576642227
8500.0,high_car,30,0.2791485840871919,0.16155639547190423,0.060326149501727544
9000.0,high_car,30,0.27873274408496423,0.16785966319923257,0.06267982835274122
9500.0,high_car,30,0.29533166539559724,0.16306930168002662,0.06089107796417987
10000.0,high_car,30,0.2669138807073089,0.16964001670196113,0.06334462327625885
15000.0,high_car,30,0.2665909828900468,0.17041545388236207,0.06363417627809095
3500.0,high_public,30,0.3814723674953925,0.27703813811872186,0.10344774088956883
4500.0,high_public,30,0.4814598114377925,0.276496688307105,0.10324556020716458
5500.0,high_public,30,0.4635273572757363,0.2370532008963731,0.08851711995285642
6500.0,high_public,30,0.4498803872607474,0.22504813632962223,0.08403435517145443
7000.0,high_public,30,0.4802190537427435,0.2127775813327377,0.07945245463418997
7500.0,high_public,30,0.4891175250488155,0.22752874012722954,0.08496062785234644
8000.0,high_public,30,0.4586831344497198,0.2072253797589513,0.07737922849402017
8500.0,high_public,30,0.5386064203989436,0.19820206180603162,0.07400986619648041
9000.0,high_public,30,0.4755187790195963,0.20873041273787088,0.07794121704437205
9500.0,high_public,30,0.5097900901319073,0.20425806462599047,0.07627121481367741
10000.0,high_public,30,0.46596385074954866,0.21912017390156752,0.08182081762234736
15000.0,high_public,30,0.4165310649077653,0.21835600529839366,0.08153547237640438
3500.0,low_MaaS_Bundle,30,0.3774687879156758,0.17597235977205147,0.06570915903868821
4500.0,low_MaaS_Bundle,30,0.3437214531543916,0.20022317408087514,0.07476456192298411
5500.0,low_MaaS_Bundle,30,0.3506869084649075,0.23604487424066298,0.08814060459175749
6500.0,low_MaaS_Bundle,30,0.2955448753437621,0.17916326139621816,0.06690066128694344
7000.0,low_MaaS_Bundle,30,0.3228761307938653,0.19460664386714932,0.0726673150738916
7500.0,low_MaaS_Bundle,30,0.2971904136722474,0.18414032912851397,0.06875912892124342
8000.0,low_MaaS_Bundle,30,0.34085792503006046,0.18876600132687635,0.07048638330674326
8500.0,low_MaaS_Bundle,30,0.31850812218449964,0.17479313426635465,0.06526882899823934
9000.0,low_MaaS_Bundle,30,0.36548159949308745,0.19677102582782,0.07347550858029457
9500.0,low_MaaS_Bundle,30,0.3662067814828589,0.18870400565173315,0.07046323374119233
10000.0,low_MaaS_Bundle,30,0.3593137164996859,0.19678162379142286,0.073479465924941
15000.0,low_MaaS_Bundle,30,0.3481515215810479,0.177694511902492,0.06635222121262574
3500.0,low_bike,30,0.5196677845689048,0.10135623665682032,0.037847040766362985
4500.0,low_bike,30,0.5032916104669718,0.1554975605506249,0.05806374336051757
5500.0,low_bike,30,0.5678221228724373,0.07970511831466924,0.029762380309727915
6500.0,low_bike,30,0.5639470744393937,0.17186123989874047,0.0641740416490457
7000.0,low_bike,30,0.5559877529901024,0.13868291908132066,0.051785053048492125
7500.0,low_bike,30,0.5963487016215783,0.14304649096240626,0.05341443756707457
8000.0,low_bike,30,0.5673220830960795,0.13415416450861256,0.05009398829917162
8500.0,low_bike,30,0.5851292274104929,0.11707247121514852,0.04371557919717246
9000.0,low_bike,30,0.5703701833495891,0.11654691665063371,0.043519333897581405
9500.0,low_bike,30,0.5763094280420193,0.10421514179080596,0.038914573487802466
10000.0,low_bike,30,0.5693343445183109,0.11638414603755984,0.04345855435177574
15000.0,low_bike,30,0.5681278122490753,0.11853209698930071,0.044260612418611185
3500.0,low_car,30,0.708063370487034,0.0810474704506464,0.03026362283499213
4500.0,low_car,30,0.6963728001910001,0.07676516981078817,0.028664585496625927
5500.0,low_car,30,0.7441648637979654,0.058226385608010967,0.021742089707274804
6500.0,low_car,30,0.7634318992880327,0.03693419107181709,0.013791453602412726
7000.0,low_car,30,0.7657746971345553,0.031554878835730944,0.01178278540192022
7500.0,low_car,30,0.7722989713060691,0.029114577931094465,0.010871562068592616
8000.0,low_car,30,0.7715547504170456,0.028004203127587547,0.010456941302861565
8500.0,low_car,30,0.7585594023242218,0.04115232497903213,0.015366530689034241
9000.0,low_car,30,0.7638269457125053,0.03264820879825355,0.012191041519427665
9500.0,low_car,30,0.763385700830099,0.03561689301733739,0.0132995664249305
10000.0,low_car,30,0.762857967109666,0.032018474559802425,0.011955894890263326
15000.0,low_car,30,0.769807933985516,0.027955514841803544,0.010438760798161585
3500.0,low_public,30,0.3230578108720409,0.26898607905572797,0.10044105262190824
